_from,_to,amount,timestamp,txn_type,scenario
bank_account/acct_42_000187,bank_account/acct_42_000072,15890.76,2026-01-26T18:31:54.108161Z,IMPS,background
bank_account/acct_42_000076,bank_account/acct_42_000391,36566.66,2025-12-14T14:10:54.108161Z,UPI,background
bank_account/acct_42_000240,bank_account/acct_42_000210,144539.23,2026-01-01T20:56:54.108161Z,NEFT,background
bank_account/acct_42_000146,bank_account/acct_42_000056,31261.88,2025-12-04T21:01:54.108161Z,NEFT,background
bank_account/acct_42_000309,bank_account/acct_42_000384,34798.68,2026-01-20T18:34:54.108161Z,IMPS,background
bank_account/acct_42_000426,bank_account/acct_42_000216,136012.72,2025-12-05T03:26:54.108161Z,UPI,background
bank_account/acct_42_000292,bank_account/acct_42_000256,61276.19,2026-01-16T04:29:54.108161Z,RTGS,background
bank_account/acct_42_000139,bank_account/acct_42_000047,104348.06,2025-12-01T14:40:54.108161Z,RTGS,background
bank_account/acct_42_000205,bank_account/acct_42_000316,11293.76,2026-01-05T12:40:54.108161Z,NEFT,background
bank_account/acct_42_000418,bank_account/acct_42_000354,93740.38,2026-01-09T20:40:54.108161Z,IMPS,background
bank_account/acct_42_000423,bank_account/acct_42_000194,33048.39,2025-12-10T06:16:54.108161Z,IMPS,background
bank_account/acct_42_000099,bank_account/acct_42_000138,21769.34,2026-01-26T06:34:54.108161Z,UPI,background
bank_account/acct_42_000014,bank_account/acct_42_000122,56513.17,2025-12-27T15:18:54.108161Z,NEFT,background
bank_account/acct_42_000108,bank_account/acct_42_000305,2294.3,2025-12-03T08:23:54.108161Z,RTGS,background
bank_account/acct_42_000282,bank_account/acct_42_000103,127713.95,2026-01-28T10:44:54.108161Z,UPI,background
bank_account/acct_42_000043,bank_account/acct_42_000291,113002.88,2025-12-25T02:26:54.108161Z,NEFT,background
bank_account/acct_42_000024,bank_account/acct_42_000161,18732.87,2026-01-11T18:39:54.108161Z,UPI,background
bank_account/acct_42_000384,bank_account/acct_42_000144,191751.93,2025-12-29T12:17:54.108161Z,UPI,background
bank_account/acct_42_000384,bank_account/acct_42_000200,145165.06,2026-01-21T18:57:54.108161Z,NEFT,background
bank_account/acct_42_000169,bank_account/acct_42_000208,179312.58,2025-12-29T15:30:54.108161Z,RTGS,background
bank_account/acct_42_000012,bank_account/acct_42_000300,159234.25,2025-12-30T22:56:54.108161Z,NEFT,background
bank_account/acct_42_000148,bank_account/acct_42_000082,30392.41,2026-01-01T16:15:54.108161Z,NEFT,background
bank_account/acct_42_000367,bank_account/acct_42_000118,176891.97,2025-12-09T19:41:54.108161Z,RTGS,background
bank_account/acct_42_000393,bank_account/acct_42_000367,32293.3,2025-12-29T01:19:54.108161Z,UPI,background
bank_account/acct_42_000229,bank_account/acct_42_000402,26326.4,2026-01-12T06:39:54.108161Z,IMPS,background
bank_account/acct_42_000020,bank_account/acct_42_000364,154857.58,2026-01-06T10:47:54.108161Z,RTGS,background
bank_account/acct_42_000312,bank_account/acct_42_000310,15092.16,2026-01-20T23:35:54.108161Z,IMPS,background
bank_account/acct_42_000049,bank_account/acct_42_000412,3086.86,2025-12-12T08:23:54.108161Z,NEFT,background
bank_account/acct_42_000255,bank_account/acct_42_000048,91016.09,2026-01-20T08:51:54.108161Z,RTGS,background
bank_account/acct_42_000034,bank_account/acct_42_000143,115344.67,2026-01-08T15:54:54.108161Z,NEFT,background
bank_account/acct_42_000091,bank_account/acct_42_000363,154410.91,2026-01-14T02:47:54.108161Z,UPI,background
bank_account/acct_42_000390,bank_account/acct_42_000448,88464.87,2025-12-02T14:09:54.108161Z,NEFT,background
bank_account/acct_42_000291,bank_account/acct_42_000249,8014.57,2025-12-07T09:09:54.108161Z,IMPS,background
bank_account/acct_42_000209,bank_account/acct_42_000438,123974.73,2025-12-18T14:32:54.108161Z,IMPS,background
bank_account/acct_42_000187,bank_account/acct_42_000262,168982.65,2025-12-01T08:14:54.108161Z,UPI,background
bank_account/acct_42_000042,bank_account/acct_42_000349,82697.53,2026-01-02T09:58:54.108161Z,NEFT,background
bank_account/acct_42_000317,bank_account/acct_42_000329,11506.03,2025-12-11T10:35:54.108161Z,NEFT,background
bank_account/acct_42_000079,bank_account/acct_42_000436,21149.07,2026-01-06T13:32:54.108161Z,IMPS,background
bank_account/acct_42_000437,bank_account/acct_42_000037,44687.95,2025-12-06T03:10:54.108161Z,NEFT,background
bank_account/acct_42_000178,bank_account/acct_42_000238,93750.89,2025-12-27T03:04:54.108161Z,NEFT,background
bank_account/acct_42_000043,bank_account/acct_42_000092,146382.45,2025-12-03T05:24:54.108161Z,IMPS,background
bank_account/acct_42_000102,bank_account/acct_42_000205,65811.26,2026-01-10T07:15:54.108161Z,IMPS,background
bank_account/acct_42_000108,bank_account/acct_42_000359,148282.82,2026-01-23T09:26:54.108161Z,IMPS,background
bank_account/acct_42_000019,bank_account/acct_42_000279,31232.65,2025-12-31T13:58:54.108161Z,RTGS,background
bank_account/acct_42_000163,bank_account/acct_42_000290,6361.52,2025-12-23T05:58:54.108161Z,NEFT,background
bank_account/acct_42_000413,bank_account/acct_42_000185,157932.87,2025-12-31T11:39:54.108161Z,NEFT,background
bank_account/acct_42_000108,bank_account/acct_42_000444,4686.25,2025-12-12T19:36:54.108161Z,IMPS,background
bank_account/acct_42_000138,bank_account/acct_42_000129,127173.89,2026-01-25T14:06:54.108161Z,NEFT,background
bank_account/acct_42_000140,bank_account/acct_42_000207,16433.65,2025-12-06T03:32:54.108161Z,IMPS,background
bank_account/acct_42_000268,bank_account/acct_42_000109,133961.92,2026-01-14T12:40:54.108161Z,NEFT,background
bank_account/acct_42_000047,bank_account/acct_42_000219,68469.63,2025-12-13T08:48:54.108161Z,RTGS,background
bank_account/acct_42_000101,bank_account/acct_42_000178,188394.13,2025-12-31T02:43:54.108161Z,RTGS,background
bank_account/acct_42_000356,bank_account/acct_42_000223,71003.01,2025-12-16T23:28:54.108161Z,IMPS,background
bank_account/acct_42_000421,bank_account/acct_42_000005,112225.6,2025-12-03T22:34:54.108161Z,RTGS,background
bank_account/acct_42_000039,bank_account/acct_42_000370,133625.7,2025-12-22T14:00:54.108161Z,UPI,background
bank_account/acct_42_000340,bank_account/acct_42_000421,187799.91,2025-12-14T08:08:54.108161Z,NEFT,background
bank_account/acct_42_000077,bank_account/acct_42_000234,186770.5,2025-12-30T08:08:54.108161Z,NEFT,background
bank_account/acct_42_000405,bank_account/acct_42_000345,81336.69,2025-12-28T18:49:54.108161Z,IMPS,background
bank_account/acct_42_000426,bank_account/acct_42_000438,25230.87,2026-01-01T21:08:54.108161Z,NEFT,background
bank_account/acct_42_000018,bank_account/acct_42_000111,149166.94,2026-01-18T04:36:54.108161Z,RTGS,background
bank_account/acct_42_000307,bank_account/acct_42_000193,43305.84,2026-01-17T12:25:54.108161Z,NEFT,background
bank_account/acct_42_000189,bank_account/acct_42_000416,72822.51,2026-01-11T08:28:54.108161Z,NEFT,background
bank_account/acct_42_000358,bank_account/acct_42_000255,129817.44,2026-01-01T04:49:54.108161Z,IMPS,background
bank_account/acct_42_000424,bank_account/acct_42_000277,85227.25,2025-12-13T07:29:54.108161Z,NEFT,background
bank_account/acct_42_000090,bank_account/acct_42_000234,85733.88,2026-01-19T00:04:54.108161Z,RTGS,background
bank_account/acct_42_000277,bank_account/acct_42_000223,76374.51,2025-12-06T20:26:54.108161Z,IMPS,background
bank_account/acct_42_000324,bank_account/acct_42_000145,140448.32,2025-12-01T15:33:54.108161Z,NEFT,background
bank_account/acct_42_000412,bank_account/acct_42_000428,20852.03,2025-12-20T18:23:54.108161Z,IMPS,background
bank_account/acct_42_000053,bank_account/acct_42_000254,150013.74,2025-12-22T00:21:54.108161Z,NEFT,background
bank_account/acct_42_000324,bank_account/acct_42_000227,100721.97,2025-12-10T17:50:54.108161Z,UPI,background
bank_account/acct_42_000436,bank_account/acct_42_000215,42453.04,2025-12-12T03:25:54.108161Z,IMPS,background
bank_account/acct_42_000058,bank_account/acct_42_000100,171282.89,2025-12-01T14:42:54.108161Z,UPI,background
bank_account/acct_42_000406,bank_account/acct_42_000237,82645.65,2025-12-08T20:56:54.108161Z,IMPS,background
bank_account/acct_42_000003,bank_account/acct_42_000191,156460.99,2025-12-29T09:16:54.108161Z,UPI,background
bank_account/acct_42_000337,bank_account/acct_42_000135,61548.6,2025-12-04T04:47:54.108161Z,RTGS,background
bank_account/acct_42_000002,bank_account/acct_42_000212,6631.65,2026-01-29T13:42:54.108161Z,UPI,background
bank_account/acct_42_000430,bank_account/acct_42_000418,103840.75,2025-12-13T22:28:54.108161Z,UPI,background
bank_account/acct_42_000171,bank_account/acct_42_000087,191836.2,2026-01-03T10:41:54.108161Z,IMPS,background
bank_account/acct_42_000098,bank_account/acct_42_000315,128922.43,2025-12-08T17:11:54.108161Z,IMPS,background
bank_account/acct_42_000065,bank_account/acct_42_000325,78143.3,2025-12-15T13:01:54.108161Z,IMPS,background
bank_account/acct_42_000162,bank_account/acct_42_000264,31772.89,2026-01-16T15:33:54.108161Z,RTGS,background
bank_account/acct_42_000258,bank_account/acct_42_000060,126325.07,2025-12-11T05:34:54.108161Z,UPI,background
bank_account/acct_42_000428,bank_account/acct_42_000283,31894.73,2026-01-10T11:59:54.108161Z,NEFT,background
bank_account/acct_42_000047,bank_account/acct_42_000013,87540.47,2025-12-20T22:41:54.108161Z,RTGS,background
bank_account/acct_42_000014,bank_account/acct_42_000316,141544.43,2025-12-03T16:15:54.108161Z,IMPS,background
bank_account/acct_42_000012,bank_account/acct_42_000380,146860.42,2025-12-31T21:17:54.108161Z,UPI,background
bank_account/acct_42_000095,bank_account/acct_42_000122,130539.29,2026-01-16T08:48:54.108161Z,RTGS,background
bank_account/acct_42_000274,bank_account/acct_42_000430,49126.36,2025-12-12T06:02:54.108161Z,UPI,background
bank_account/acct_42_000337,bank_account/acct_42_000026,55065.47,2025-12-02T14:02:54.108161Z,NEFT,background
bank_account/acct_42_000326,bank_account/acct_42_000296,173401.12,2026-01-23T03:16:54.108161Z,NEFT,background
bank_account/acct_42_000054,bank_account/acct_42_000072,56564.36,2025-12-04T12:47:54.108161Z,NEFT,background
bank_account/acct_42_000039,bank_account/acct_42_000253,168940.26,2025-12-03T11:51:54.108161Z,IMPS,background
bank_account/acct_42_000051,bank_account/acct_42_000251,159108.75,2026-01-04T16:26:54.108161Z,IMPS,background
bank_account/acct_42_000320,bank_account/acct_42_000039,42138.16,2026-01-04T06:08:54.108161Z,UPI,background
bank_account/acct_42_000324,bank_account/acct_42_000230,161728.96,2026-01-19T08:45:54.108161Z,NEFT,background
bank_account/acct_42_000091,bank_account/acct_42_000337,113502.04,2025-12-23T17:52:54.108161Z,NEFT,background
bank_account/acct_42_000175,bank_account/acct_42_000177,96833.81,2025-12-21T22:28:54.108161Z,NEFT,background
bank_account/acct_42_000081,bank_account/acct_42_000267,148365.2,2025-12-02T14:47:54.108161Z,RTGS,background
bank_account/acct_42_000310,bank_account/acct_42_000015,107237.24,2025-12-28T01:28:54.108161Z,RTGS,background
bank_account/acct_42_000110,bank_account/acct_42_000443,73041.64,2025-12-04T11:32:54.108161Z,NEFT,background
bank_account/acct_42_000167,bank_account/acct_42_000070,44030.25,2025-12-14T19:20:54.108161Z,RTGS,background
bank_account/acct_42_000137,bank_account/acct_42_000140,96366.82,2026-01-25T07:03:54.108161Z,UPI,background
bank_account/acct_42_000239,bank_account/acct_42_000381,161821.45,2026-01-03T01:27:54.108161Z,IMPS,background
bank_account/acct_42_000098,bank_account/acct_42_000128,34674.61,2025-12-18T09:21:54.108161Z,IMPS,background
bank_account/acct_42_000052,bank_account/acct_42_000298,158651.33,2025-12-24T08:18:54.108161Z,RTGS,background
bank_account/acct_42_000406,bank_account/acct_42_000105,190757.04,2025-12-30T04:09:54.108161Z,IMPS,background
bank_account/acct_42_000216,bank_account/acct_42_000305,149441.15,2025-12-09T08:04:54.108161Z,NEFT,background
bank_account/acct_42_000310,bank_account/acct_42_000196,85919.66,2025-12-25T06:54:54.108161Z,UPI,background
bank_account/acct_42_000323,bank_account/acct_42_000419,12946.82,2026-01-20T17:47:54.108161Z,UPI,background
bank_account/acct_42_000300,bank_account/acct_42_000209,58765.36,2025-12-08T20:55:54.108161Z,UPI,background
bank_account/acct_42_000203,bank_account/acct_42_000015,23018.53,2025-12-10T07:56:54.108161Z,IMPS,background
bank_account/acct_42_000404,bank_account/acct_42_000095,71613.13,2026-01-26T11:36:54.108161Z,UPI,background
bank_account/acct_42_000190,bank_account/acct_42_000074,155924.96,2026-01-23T18:37:54.108161Z,UPI,background
bank_account/acct_42_000352,bank_account/acct_42_000005,143388.84,2026-01-17T03:03:54.108161Z,UPI,background
bank_account/acct_42_000119,bank_account/acct_42_000287,13340.41,2026-01-11T22:24:54.108161Z,RTGS,background
bank_account/acct_42_000269,bank_account/acct_42_000111,20673.75,2026-01-12T22:12:54.108161Z,NEFT,background
bank_account/acct_42_000293,bank_account/acct_42_000330,84407.85,2025-12-13T04:05:54.108161Z,UPI,background
bank_account/acct_42_000416,bank_account/acct_42_000163,39710.27,2026-01-27T02:05:54.108161Z,IMPS,background
bank_account/acct_42_000023,bank_account/acct_42_000140,84305.33,2026-01-23T03:29:54.108161Z,RTGS,background
bank_account/acct_42_000307,bank_account/acct_42_000167,118275.1,2026-01-14T23:16:54.108161Z,NEFT,background
bank_account/acct_42_000145,bank_account/acct_42_000009,128768.96,2025-12-06T23:17:54.108161Z,NEFT,background
bank_account/acct_42_000236,bank_account/acct_42_000145,26298.5,2026-01-05T17:41:54.108161Z,NEFT,background
bank_account/acct_42_000172,bank_account/acct_42_000330,3352.83,2025-12-31T15:42:54.108161Z,IMPS,background
bank_account/acct_42_000370,bank_account/acct_42_000154,55007.24,2025-12-13T07:08:54.108161Z,IMPS,background
bank_account/acct_42_000040,bank_account/acct_42_000284,154945.23,2025-12-29T22:02:54.108161Z,NEFT,background
bank_account/acct_42_000201,bank_account/acct_42_000152,139321.74,2026-01-01T02:06:54.108161Z,NEFT,background
bank_account/acct_42_000431,bank_account/acct_42_000191,187546.98,2026-01-24T17:57:54.108161Z,RTGS,background
bank_account/acct_42_000024,bank_account/acct_42_000422,2178.17,2026-01-24T07:55:54.108161Z,IMPS,background
bank_account/acct_42_000115,bank_account/acct_42_000087,17694.54,2025-12-15T06:21:54.108161Z,NEFT,background
bank_account/acct_42_000352,bank_account/acct_42_000444,10592.95,2025-12-05T17:28:54.108161Z,NEFT,background
bank_account/acct_42_000024,bank_account/acct_42_000155,15100.93,2026-01-08T19:28:54.108161Z,IMPS,background
bank_account/acct_42_000138,bank_account/acct_42_000357,34150.69,2026-01-21T23:02:54.108161Z,IMPS,background
bank_account/acct_42_000061,bank_account/acct_42_000064,63934.6,2026-01-20T23:00:54.108161Z,IMPS,background
bank_account/acct_42_000326,bank_account/acct_42_000228,133680.23,2025-12-28T00:56:54.108161Z,RTGS,background
bank_account/acct_42_000295,bank_account/acct_42_000244,132287.67,2026-01-13T07:57:54.108161Z,IMPS,background
bank_account/acct_42_000115,bank_account/acct_42_000047,52836.03,2026-01-12T16:07:54.108161Z,UPI,background
bank_account/acct_42_000285,bank_account/acct_42_000427,174587.18,2025-12-18T20:51:54.108161Z,RTGS,background
bank_account/acct_42_000355,bank_account/acct_42_000039,15121.37,2025-12-30T16:53:54.108161Z,RTGS,background
bank_account/acct_42_000006,bank_account/acct_42_000343,43305.48,2025-12-09T05:48:54.108161Z,RTGS,background
bank_account/acct_42_000249,bank_account/acct_42_000053,68155.98,2025-12-08T22:47:54.108161Z,UPI,background
bank_account/acct_42_000389,bank_account/acct_42_000159,141731.62,2025-12-20T13:41:54.108161Z,NEFT,background
bank_account/acct_42_000066,bank_account/acct_42_000112,183347.78,2026-01-06T03:30:54.108161Z,RTGS,background
bank_account/acct_42_000399,bank_account/acct_42_000204,37671.9,2026-01-13T04:30:54.108161Z,RTGS,background
bank_account/acct_42_000351,bank_account/acct_42_000157,190303.77,2025-12-24T20:49:54.108161Z,NEFT,background
bank_account/acct_42_000075,bank_account/acct_42_000236,175251.63,2025-12-14T15:11:54.108161Z,RTGS,background
bank_account/acct_42_000008,bank_account/acct_42_000235,37487.25,2026-01-29T02:41:54.108161Z,IMPS,background
bank_account/acct_42_000180,bank_account/acct_42_000135,23753.41,2025-12-26T16:04:54.108161Z,UPI,background
bank_account/acct_42_000220,bank_account/acct_42_000108,30208.95,2025-12-29T04:14:54.108161Z,UPI,background
bank_account/acct_42_000027,bank_account/acct_42_000225,54590.51,2026-01-24T17:16:54.108161Z,IMPS,background
bank_account/acct_42_000374,bank_account/acct_42_000216,38866.93,2026-01-18T05:12:54.108161Z,RTGS,background
bank_account/acct_42_000304,bank_account/acct_42_000141,105959.59,2025-12-30T01:14:54.108161Z,IMPS,background
bank_account/acct_42_000055,bank_account/acct_42_000348,10069.3,2026-01-15T15:09:54.108161Z,RTGS,background
bank_account/acct_42_000058,bank_account/acct_42_000027,179022.19,2025-12-25T09:51:54.108161Z,RTGS,background
bank_account/acct_42_000033,bank_account/acct_42_000272,20296.29,2026-01-15T21:46:54.108161Z,IMPS,background
bank_account/acct_42_000200,bank_account/acct_42_000201,20350.72,2025-12-14T19:20:54.108161Z,UPI,background
bank_account/acct_42_000253,bank_account/acct_42_000105,34288.72,2026-01-17T07:05:54.108161Z,UPI,background
bank_account/acct_42_000361,bank_account/acct_42_000305,57666.93,2026-01-30T15:43:54.108161Z,RTGS,background
bank_account/acct_42_000257,bank_account/acct_42_000358,124461.46,2025-12-14T08:31:54.108161Z,RTGS,background
bank_account/acct_42_000087,bank_account/acct_42_000161,136320.35,2026-01-20T12:33:54.108161Z,UPI,background
bank_account/acct_42_000233,bank_account/acct_42_000072,192452.38,2025-12-19T02:45:54.108161Z,IMPS,background
bank_account/acct_42_000171,bank_account/acct_42_000010,35585.26,2026-01-14T16:19:54.108161Z,RTGS,background
bank_account/acct_42_000347,bank_account/acct_42_000389,170632.62,2025-12-23T06:55:54.108161Z,IMPS,background
bank_account/acct_42_000298,bank_account/acct_42_000000,97712.64,2026-01-15T02:49:54.108161Z,NEFT,background
bank_account/acct_42_000023,bank_account/acct_42_000419,3576.43,2025-12-18T09:01:54.108161Z,RTGS,background
bank_account/acct_42_000268,bank_account/acct_42_000257,33544.22,2026-01-21T15:44:54.108161Z,NEFT,background
bank_account/acct_42_000155,bank_account/acct_42_000411,147263.67,2026-01-02T02:12:54.108161Z,UPI,background
bank_account/acct_42_000279,bank_account/acct_42_000131,132715.36,2026-01-14T06:30:54.108161Z,IMPS,background
bank_account/acct_42_000006,bank_account/acct_42_000423,70590.01,2025-12-16T07:33:54.108161Z,IMPS,background
bank_account/acct_42_000057,bank_account/acct_42_000138,137188.25,2025-12-14T21:06:54.108161Z,NEFT,background
bank_account/acct_42_000075,bank_account/acct_42_000210,171267.48,2025-12-19T14:06:54.108161Z,UPI,background
bank_account/acct_42_000254,bank_account/acct_42_000015,48949.12,2025-12-13T19:11:54.108161Z,IMPS,background
bank_account/acct_42_000184,bank_account/acct_42_000105,148898.59,2026-01-18T06:03:54.108161Z,NEFT,background
bank_account/acct_42_000140,bank_account/acct_42_000449,125415.65,2025-12-27T03:36:54.108161Z,RTGS,background
bank_account/acct_42_000135,bank_account/acct_42_000347,69834.13,2026-01-09T05:36:54.108161Z,IMPS,background
bank_account/acct_42_000141,bank_account/acct_42_000158,38195.48,2025-12-24T01:11:54.108161Z,UPI,background
bank_account/acct_42_000427,bank_account/acct_42_000313,24679.96,2025-12-11T03:25:54.108161Z,UPI,background
bank_account/acct_42_000147,bank_account/acct_42_000056,193897.03,2025-12-29T19:33:54.108161Z,RTGS,background
bank_account/acct_42_000238,bank_account/acct_42_000348,30130.53,2026-01-11T21:39:54.108161Z,RTGS,background
bank_account/acct_42_000155,bank_account/acct_42_000249,57723.16,2025-12-10T08:53:54.108161Z,NEFT,background
bank_account/acct_42_000232,bank_account/acct_42_000020,43543.33,2025-12-08T22:42:54.108161Z,NEFT,background
bank_account/acct_42_000027,bank_account/acct_42_000250,61233.72,2026-01-03T06:55:54.108161Z,NEFT,background
bank_account/acct_42_000025,bank_account/acct_42_000128,27629.99,2025-12-05T09:16:54.108161Z,RTGS,background
bank_account/acct_42_000044,bank_account/acct_42_000365,54206.71,2025-12-15T12:14:54.108161Z,IMPS,background
bank_account/acct_42_000299,bank_account/acct_42_000041,58231.32,2026-01-28T02:47:54.108161Z,UPI,background
bank_account/acct_42_000127,bank_account/acct_42_000415,135732.21,2026-01-06T04:31:54.108161Z,IMPS,background
bank_account/acct_42_000050,bank_account/acct_42_000133,184046.81,2025-12-23T08:20:54.108161Z,RTGS,background
bank_account/acct_42_000288,bank_account/acct_42_000223,135816.75,2026-01-09T23:12:54.108161Z,RTGS,background
bank_account/acct_42_000349,bank_account/acct_42_000393,39981.38,2026-01-22T04:44:54.108161Z,RTGS,background
bank_account/acct_42_000154,bank_account/acct_42_000156,17211.03,2025-12-24T21:30:54.108161Z,IMPS,background
bank_account/acct_42_000279,bank_account/acct_42_000093,75255.59,2025-12-05T04:02:54.108161Z,NEFT,background
bank_account/acct_42_000070,bank_account/acct_42_000269,88436.08,2026-01-10T01:45:54.108161Z,UPI,background
bank_account/acct_42_000239,bank_account/acct_42_000181,85591.07,2026-01-04T04:56:54.108161Z,IMPS,background
bank_account/acct_42_000014,bank_account/acct_42_000286,5381.78,2025-12-12T04:34:54.108161Z,NEFT,background
bank_account/acct_42_000386,bank_account/acct_42_000071,123080.19,2026-01-11T10:40:54.108161Z,UPI,background
bank_account/acct_42_000065,bank_account/acct_42_000317,108699.58,2025-12-25T08:56:54.108161Z,NEFT,background
bank_account/acct_42_000386,bank_account/acct_42_000432,78592.6,2026-01-04T20:04:54.108161Z,NEFT,background
bank_account/acct_42_000236,bank_account/acct_42_000413,152622.8,2025-12-28T03:14:54.108161Z,NEFT,background
bank_account/acct_42_000043,bank_account/acct_42_000028,54107.95,2025-12-20T15:17:54.108161Z,UPI,background
bank_account/acct_42_000304,bank_account/acct_42_000049,164405.83,2025-12-25T02:30:54.108161Z,UPI,background
bank_account/acct_42_000442,bank_account/acct_42_000031,24376.39,2025-12-23T19:55:54.108161Z,NEFT,background
bank_account/acct_42_000359,bank_account/acct_42_000104,103301.18,2025-12-26T02:02:54.108161Z,RTGS,background
bank_account/acct_42_000114,bank_account/acct_42_000345,127969.66,2026-01-21T08:40:54.108161Z,UPI,background
bank_account/acct_42_000368,bank_account/acct_42_000003,161142.81,2025-12-21T19:28:54.108161Z,RTGS,background
bank_account/acct_42_000058,bank_account/acct_42_000034,107.14,2025-12-23T14:49:54.108161Z,NEFT,background
bank_account/acct_42_000126,bank_account/acct_42_000104,20811.04,2026-01-29T01:41:54.108161Z,IMPS,background
bank_account/acct_42_000200,bank_account/acct_42_000028,185216.28,2026-01-11T05:08:54.108161Z,IMPS,background
bank_account/acct_42_000094,bank_account/acct_42_000419,47062.08,2025-12-07T00:17:54.108161Z,UPI,background
bank_account/acct_42_000420,bank_account/acct_42_000313,136295.96,2025-12-06T20:29:54.108161Z,NEFT,background
bank_account/acct_42_000221,bank_account/acct_42_000074,127275.81,2026-01-19T14:06:54.108161Z,RTGS,background
bank_account/acct_42_000087,bank_account/acct_42_000261,148358.78,2025-12-27T12:06:54.108161Z,IMPS,background
bank_account/acct_42_000245,bank_account/acct_42_000148,57960.86,2026-01-23T22:51:54.108161Z,IMPS,background
bank_account/acct_42_000188,bank_account/acct_42_000341,55108.75,2026-01-05T19:08:54.108161Z,NEFT,background
bank_account/acct_42_000237,bank_account/acct_42_000213,162717.37,2026-01-21T17:59:54.108161Z,UPI,background
bank_account/acct_42_000234,bank_account/acct_42_000061,112885.4,2026-01-29T23:08:54.108161Z,UPI,background
bank_account/acct_42_000017,bank_account/acct_42_000330,130119.42,2025-12-18T21:47:54.108161Z,IMPS,background
bank_account/acct_42_000021,bank_account/acct_42_000181,192563.03,2026-01-01T03:18:54.108161Z,UPI,background
bank_account/acct_42_000004,bank_account/acct_42_000081,71613.76,2025-12-07T01:46:54.108161Z,RTGS,background
bank_account/acct_42_000178,bank_account/acct_42_000361,105058.62,2025-12-29T16:48:54.108161Z,RTGS,background
bank_account/acct_42_000335,bank_account/acct_42_000077,70438.21,2025-12-14T23:43:54.108161Z,UPI,background
bank_account/acct_42_000235,bank_account/acct_42_000366,171746.91,2026-01-22T09:26:54.108161Z,UPI,background
bank_account/acct_42_000201,bank_account/acct_42_000034,183240.39,2025-12-20T02:26:54.108161Z,IMPS,background
bank_account/acct_42_000241,bank_account/acct_42_000310,131828.46,2025-12-25T01:38:54.108161Z,UPI,background
bank_account/acct_42_000066,bank_account/acct_42_000357,64882.91,2025-12-24T07:04:54.108161Z,IMPS,background
bank_account/acct_42_000034,bank_account/acct_42_000023,6001.42,2025-12-15T13:31:54.108161Z,RTGS,background
bank_account/acct_42_000049,bank_account/acct_42_000340,21333.47,2025-12-01T19:45:54.108161Z,IMPS,background
bank_account/acct_42_000165,bank_account/acct_42_000389,46383.76,2025-12-12T10:52:54.108161Z,NEFT,background
bank_account/acct_42_000089,bank_account/acct_42_000372,178505.32,2025-12-13T04:36:54.108161Z,NEFT,background
bank_account/acct_42_000031,bank_account/acct_42_000313,50171.72,2026-01-28T16:27:54.108161Z,IMPS,background
bank_account/acct_42_000390,bank_account/acct_42_000191,121346.01,2025-12-08T17:56:54.108161Z,RTGS,background
bank_account/acct_42_000164,bank_account/acct_42_000055,139775.27,2026-01-06T14:24:54.108161Z,RTGS,background
bank_account/acct_42_000100,bank_account/acct_42_000129,98271.49,2025-12-18T09:11:54.108161Z,RTGS,background
bank_account/acct_42_000103,bank_account/acct_42_000379,32501.71,2025-12-09T00:54:54.108161Z,RTGS,background
bank_account/acct_42_000044,bank_account/acct_42_000298,4946.19,2025-12-19T15:39:54.108161Z,RTGS,background
bank_account/acct_42_000017,bank_account/acct_42_000414,28198.46,2026-01-30T06:40:54.108161Z,IMPS,background
bank_account/acct_42_000290,bank_account/acct_42_000279,172911.78,2026-01-09T12:37:54.108161Z,IMPS,background
bank_account/acct_42_000097,bank_account/acct_42_000426,41574.21,2025-12-09T02:46:54.108161Z,UPI,background
bank_account/acct_42_000182,bank_account/acct_42_000316,179961.18,2025-12-07T14:14:54.108161Z,NEFT,background
bank_account/acct_42_000224,bank_account/acct_42_000218,125131.59,2025-12-06T16:31:54.108161Z,NEFT,background
bank_account/acct_42_000065,bank_account/acct_42_000400,103497.65,2026-01-24T14:55:54.108161Z,IMPS,background
bank_account/acct_42_000118,bank_account/acct_42_000026,120337.77,2026-01-09T18:10:54.108161Z,RTGS,background
bank_account/acct_42_000420,bank_account/acct_42_000148,184462.44,2026-01-14T05:37:54.108161Z,UPI,background
bank_account/acct_42_000034,bank_account/acct_42_000446,174307.52,2026-01-12T16:23:54.108161Z,RTGS,background
bank_account/acct_42_000436,bank_account/acct_42_000265,186368.63,2025-12-29T08:17:54.108161Z,IMPS,background
bank_account/acct_42_000316,bank_account/acct_42_000029,109233.73,2025-12-04T15:09:54.108161Z,IMPS,background
bank_account/acct_42_000134,bank_account/acct_42_000334,6092.61,2026-01-09T04:33:54.108161Z,UPI,background
bank_account/acct_42_000102,bank_account/acct_42_000171,177616.8,2026-01-27T14:11:54.108161Z,RTGS,background
bank_account/acct_42_000280,bank_account/acct_42_000418,146801.15,2025-12-01T20:18:54.108161Z,NEFT,background
bank_account/acct_42_000120,bank_account/acct_42_000252,14675.09,2025-11-30T23:42:54.108161Z,NEFT,background
bank_account/acct_42_000177,bank_account/acct_42_000036,189986.57,2025-12-22T22:02:54.108161Z,NEFT,background
bank_account/acct_42_000282,bank_account/acct_42_000245,189325.48,2026-01-13T17:31:54.108161Z,NEFT,background
